[2024-05-16 16:49:08,454 : INFO : main : Welcome to custom logging]
[2024-06-10 15:46:25,778 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\schema.yaml loaded successfully]
[2024-06-10 15:46:25,784 : INFO : common : Created a directory: artifacts]
[2024-06-10 15:46:25,790 : INFO : common : Created a directory: artifacts/data_validation]
[2024-06-10 15:47:32,590 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\config\config.yaml loaded successfully]
[2024-06-10 15:47:32,598 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\params.yaml loaded successfully]
[2024-06-10 15:47:32,607 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\schema.yaml loaded successfully]
[2024-06-10 15:47:32,612 : INFO : common : Created a directory: artifacts]
[2024-06-10 15:47:32,623 : INFO : common : Created a directory: artifacts/data_validation]
[2024-06-10 15:49:12,700 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\config\config.yaml loaded successfully]
[2024-06-10 15:49:12,718 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\params.yaml loaded successfully]
[2024-06-10 15:49:12,742 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\schema.yaml loaded successfully]
[2024-06-10 15:49:12,750 : INFO : common : Created a directory: artifacts]
[2024-06-10 15:49:12,758 : INFO : common : Created a directory: artifacts/data_validation]
[2024-06-10 15:50:31,294 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\config\config.yaml loaded successfully]
[2024-06-10 15:50:31,309 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\params.yaml loaded successfully]
[2024-06-10 15:50:31,317 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\schema.yaml loaded successfully]
[2024-06-10 15:50:31,326 : INFO : common : Created a directory: artifacts]
[2024-06-10 15:50:31,335 : INFO : common : Created a directory: artifacts/data_validation]
[2024-06-10 15:52:06,326 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\config\config.yaml loaded successfully]
[2024-06-10 15:52:06,336 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\params.yaml loaded successfully]
[2024-06-10 15:52:06,348 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\schema.yaml loaded successfully]
[2024-06-10 15:52:06,354 : INFO : common : Created a directory: artifacts]
[2024-06-10 15:52:06,365 : INFO : common : Created a directory: artifacts/data_validation]
[2024-06-10 15:56:15,849 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\config\config.yaml loaded successfully]
[2024-06-10 15:56:15,857 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\params.yaml loaded successfully]
[2024-06-10 15:56:15,865 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\schema.yaml loaded successfully]
[2024-06-10 15:56:15,877 : INFO : common : Created a directory: artifacts]
[2024-06-10 15:56:15,883 : INFO : common : Created a directory: artifacts/data_validation]
[2024-06-10 16:00:33,793 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\config\config.yaml loaded successfully]
[2024-06-10 16:00:33,806 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\params.yaml loaded successfully]
[2024-06-10 16:00:33,819 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\schema.yaml loaded successfully]
[2024-06-10 16:00:33,826 : INFO : common : Created a directory: artifacts]
[2024-06-10 16:00:33,833 : INFO : common : Created a directory: artifacts/data_validation]
[2024-06-10 16:02:14,030 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\config\config.yaml loaded successfully]
[2024-06-10 16:02:14,037 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\params.yaml loaded successfully]
[2024-06-10 16:02:14,045 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\schema.yaml loaded successfully]
[2024-06-10 16:02:14,052 : INFO : common : Created a directory: artifacts]
[2024-06-10 16:02:14,065 : INFO : common : Created a directory: artifacts/data_validation]
[2024-06-10 16:49:18,439 : INFO : main : >>>>> stage Data Ingestion Stage started <<<<<]
[2024-06-10 16:49:18,460 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\config\config.yaml loaded successfully]
[2024-06-10 16:49:18,475 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\params.yaml loaded successfully]
[2024-06-10 16:49:18,499 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\schema.yaml loaded successfully]
[2024-06-10 16:49:18,507 : INFO : common : Created a directory: artifacts]
[2024-06-10 16:49:18,516 : INFO : common : Created a directory: artifacts/data_ingestion]
[2024-06-10 16:49:18,520 : INFO : data_ingestion : File already exists of size: ~ 23 KB]
[2024-06-10 16:49:18,572 : INFO : main : >>>>> stage Data Ingestion Stage completed <<<<<]
[2024-06-10 16:49:18,572 : INFO : main : >>>>> stage Data Validation Stage started <<<<<]
[2024-06-10 16:49:18,575 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\config\config.yaml loaded successfully]
[2024-06-10 16:49:18,579 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\params.yaml loaded successfully]
[2024-06-10 16:49:18,582 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\schema.yaml loaded successfully]
[2024-06-10 16:49:18,584 : INFO : common : Created a directory: artifacts]
[2024-06-10 16:49:18,590 : INFO : common : Created a directory: artifacts/data_validation]
[2024-06-10 16:49:18,655 : INFO : main : >>>>> stage Data Validation Stage completed <<<<<]
[2024-06-10 16:50:47,032 : INFO : main : >>>>> stage Data Ingestion Stage started <<<<<]
[2024-06-10 16:50:47,073 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\config\config.yaml loaded successfully]
[2024-06-10 16:50:47,097 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\params.yaml loaded successfully]
[2024-06-10 16:50:47,123 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\schema.yaml loaded successfully]
[2024-06-10 16:50:47,132 : INFO : common : Created a directory: artifacts]
[2024-06-10 16:50:47,143 : INFO : common : Created a directory: artifacts/data_ingestion]
[2024-06-10 16:50:47,144 : INFO : data_ingestion : File already exists of size: ~ 23 KB]
[2024-06-10 16:50:47,192 : INFO : main : >>>>> stage Data Ingestion Stage completed <<<<<]
[2024-06-10 16:50:47,192 : INFO : main : >>>>> stage Data Validation Stage started <<<<<]
[2024-06-10 16:50:47,207 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\config\config.yaml loaded successfully]
[2024-06-10 16:50:47,209 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\params.yaml loaded successfully]
[2024-06-10 16:50:47,214 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\schema.yaml loaded successfully]
[2024-06-10 16:50:47,217 : INFO : common : Created a directory: artifacts]
[2024-06-10 16:50:47,229 : INFO : common : Created a directory: artifacts/data_validation]
[2024-06-10 16:50:47,300 : INFO : main : >>>>> stage Data Validation Stage completed <<<<<]
[2024-06-10 16:52:30,377 : INFO : main : >>>>> stage Data Ingestion Stage started <<<<<]
[2024-06-10 16:52:30,392 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\config\config.yaml loaded successfully]
[2024-06-10 16:52:30,401 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\params.yaml loaded successfully]
[2024-06-10 16:52:30,411 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\schema.yaml loaded successfully]
[2024-06-10 16:52:30,419 : INFO : common : Created a directory: artifacts]
[2024-06-10 16:52:30,424 : INFO : common : Created a directory: artifacts/data_ingestion]
[2024-06-10 16:52:30,430 : INFO : data_ingestion : File already exists of size: ~ 23 KB]
[2024-06-10 16:52:30,467 : INFO : main : >>>>> stage Data Ingestion Stage completed <<<<<]
[2024-06-10 16:52:30,467 : INFO : main : >>>>> stage Data Validation Stage started <<<<<]
[2024-06-10 16:52:30,470 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\config\config.yaml loaded successfully]
[2024-06-10 16:52:30,474 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\params.yaml loaded successfully]
[2024-06-10 16:52:30,478 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\schema.yaml loaded successfully]
[2024-06-10 16:52:30,479 : INFO : common : Created a directory: artifacts]
[2024-06-10 16:52:30,487 : INFO : common : Created a directory: artifacts/data_validation]
[2024-06-10 16:52:30,547 : INFO : main : >>>>> stage Data Validation Stage completed <<<<<]
[2024-06-10 17:43:49,724 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\config\config.yaml loaded successfully]
[2024-06-10 17:43:49,738 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\params.yaml loaded successfully]
[2024-06-10 17:43:49,756 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\schema.yaml loaded successfully]
[2024-06-10 17:43:49,760 : INFO : common : Created a directory: artifacts]
[2024-06-10 17:43:49,765 : INFO : common : Created a directory: artifacts/data_transformation]
[2024-06-10 17:48:48,960 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\config\config.yaml loaded successfully]
[2024-06-10 17:48:48,964 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\params.yaml loaded successfully]
[2024-06-10 17:48:48,969 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\schema.yaml loaded successfully]
[2024-06-10 17:48:48,973 : INFO : common : Created a directory: artifacts]
[2024-06-10 17:48:48,978 : INFO : common : Created a directory: artifacts/data_transformation]
[2024-06-10 17:50:29,437 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\config\config.yaml loaded successfully]
[2024-06-10 17:50:29,458 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\params.yaml loaded successfully]
[2024-06-10 17:50:29,468 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\schema.yaml loaded successfully]
[2024-06-10 17:50:29,468 : INFO : common : Created a directory: artifacts]
[2024-06-10 17:50:29,484 : INFO : common : Created a directory: artifacts/data_transformation]
[2024-06-10 17:50:29,582 : INFO : 3945424286 : Splitted Data into training and testing sets]
[2024-06-10 17:50:29,584 : INFO : 3945424286 : (1199, 12)]
[2024-06-10 17:50:29,585 : INFO : 3945424286 : (400, 12)]
[2024-06-10 18:12:23,566 : INFO : main : >>>>> stage Data Ingestion Stage started <<<<<]
[2024-06-10 18:12:23,581 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\config\config.yaml loaded successfully]
[2024-06-10 18:12:23,581 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\params.yaml loaded successfully]
[2024-06-10 18:12:23,597 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\schema.yaml loaded successfully]
[2024-06-10 18:12:23,597 : INFO : common : Created a directory: artifacts]
[2024-06-10 18:12:23,597 : INFO : common : Created a directory: artifacts/data_ingestion]
[2024-06-10 18:12:23,613 : INFO : data_ingestion : File already exists of size: ~ 23 KB]
[2024-06-10 18:12:23,644 : INFO : main : >>>>> stage Data Ingestion Stage completed <<<<<

xxxxxxxxx]
[2024-06-10 18:12:23,644 : INFO : main : >>>>> stage Data Validation Stage started <<<<<]
[2024-06-10 18:12:23,644 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\config\config.yaml loaded successfully]
[2024-06-10 18:12:23,644 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\params.yaml loaded successfully]
[2024-06-10 18:12:23,644 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\schema.yaml loaded successfully]
[2024-06-10 18:12:23,644 : INFO : common : Created a directory: artifacts]
[2024-06-10 18:12:23,653 : INFO : common : Created a directory: artifacts/data_validation]
[2024-06-10 18:12:23,692 : INFO : main : >>>>> stage Data Validation Stage completed <<<<<

xxxxxxxxx]
[2024-06-10 18:12:23,692 : INFO : main : >>>>> stage Data Transformation Stage started <<<<<]
[2024-06-10 18:12:23,692 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\config\config.yaml loaded successfully]
[2024-06-10 18:12:23,692 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\params.yaml loaded successfully]
[2024-06-10 18:12:23,692 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\schema.yaml loaded successfully]
[2024-06-10 18:12:23,692 : INFO : common : Created a directory: artifacts]
[2024-06-10 18:12:23,692 : INFO : common : Created a directory: artifacts/data_transformation]
[2024-06-10 18:12:23,723 : INFO : data_transformation : Splitted Data into training and testing sets]
[2024-06-10 18:12:23,723 : INFO : data_transformation : (1199, 12)]
[2024-06-10 18:12:23,723 : INFO : data_transformation : (400, 12)]
[2024-06-10 18:12:23,723 : INFO : main : >>>>> stage Data Transformation Stage completed <<<<<

xxxxxxxxx]
[2024-06-11 03:19:27,440 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\config\config.yaml loaded successfully]
[2024-06-11 03:19:27,461 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\params.yaml loaded successfully]
[2024-06-11 03:19:27,484 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\schema.yaml loaded successfully]
[2024-06-11 03:23:26,728 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\config\config.yaml loaded successfully]
[2024-06-11 03:23:26,740 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\params.yaml loaded successfully]
[2024-06-11 03:23:26,751 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\schema.yaml loaded successfully]
[2024-06-11 03:23:26,761 : INFO : common : Created a directory: artifacts]
[2024-06-11 03:23:49,449 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\config\config.yaml loaded successfully]
[2024-06-11 03:23:49,460 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\params.yaml loaded successfully]
[2024-06-11 03:23:49,478 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\schema.yaml loaded successfully]
[2024-06-11 03:23:49,489 : INFO : common : Created a directory: artifacts]
[2024-06-11 03:25:25,678 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\config\config.yaml loaded successfully]
[2024-06-11 03:25:25,688 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\params.yaml loaded successfully]
[2024-06-11 03:25:25,698 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\schema.yaml loaded successfully]
[2024-06-11 03:25:25,704 : INFO : common : Created a directory: artifacts]
[2024-06-11 03:26:20,649 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\config\config.yaml loaded successfully]
[2024-06-11 03:26:20,661 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\params.yaml loaded successfully]
[2024-06-11 03:26:20,678 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\schema.yaml loaded successfully]
[2024-06-11 03:26:20,691 : INFO : common : Created a directory: artifacts]
[2024-06-11 03:29:12,599 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\config\config.yaml loaded successfully]
[2024-06-11 03:29:12,630 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\params.yaml loaded successfully]
[2024-06-11 03:29:12,664 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\schema.yaml loaded successfully]
[2024-06-11 03:29:12,673 : INFO : common : Created a directory: artifacts]
[2024-06-11 03:31:23,593 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\config\config.yaml loaded successfully]
[2024-06-11 03:31:23,596 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\params.yaml loaded successfully]
[2024-06-11 03:31:23,603 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\schema.yaml loaded successfully]
[2024-06-11 03:31:23,619 : INFO : common : Created a directory: artifacts]
[2024-06-11 03:32:10,696 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\config\config.yaml loaded successfully]
[2024-06-11 03:32:10,709 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\params.yaml loaded successfully]
[2024-06-11 03:32:10,721 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\schema.yaml loaded successfully]
[2024-06-11 03:32:10,728 : INFO : common : Created a directory: artifacts]
[2024-06-11 03:32:10,737 : INFO : common : Created a directory: artifacts/model_trainer]
[2024-06-11 04:34:40,163 : INFO : main : >>>>> stage Data Ingestion Stage started <<<<<]
[2024-06-11 04:34:40,197 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\config\config.yaml loaded successfully]
[2024-06-11 04:34:40,219 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\params.yaml loaded successfully]
[2024-06-11 04:34:40,244 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\schema.yaml loaded successfully]
[2024-06-11 04:34:40,257 : INFO : common : Created a directory: artifacts]
[2024-06-11 04:34:40,264 : INFO : common : Created a directory: artifacts/data_ingestion]
[2024-06-11 04:34:40,275 : INFO : data_ingestion : File already exists of size: ~ 23 KB]
[2024-06-11 04:34:40,356 : INFO : main : >>>>> stage Data Ingestion Stage completed <<<<<

xxxxxxxxx]
[2024-06-11 04:34:40,357 : INFO : main : >>>>> stage Data Validation Stage started <<<<<]
[2024-06-11 04:34:40,362 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\config\config.yaml loaded successfully]
[2024-06-11 04:34:40,366 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\params.yaml loaded successfully]
[2024-06-11 04:34:40,371 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\schema.yaml loaded successfully]
[2024-06-11 04:34:40,374 : INFO : common : Created a directory: artifacts]
[2024-06-11 04:34:40,382 : INFO : common : Created a directory: artifacts/data_validation]
[2024-06-11 04:34:40,501 : INFO : main : >>>>> stage Data Validation Stage completed <<<<<

xxxxxxxxx]
[2024-06-11 04:34:40,502 : INFO : main : >>>>> stage Data Transformation Stage started <<<<<]
[2024-06-11 04:34:40,509 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\config\config.yaml loaded successfully]
[2024-06-11 04:34:40,512 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\params.yaml loaded successfully]
[2024-06-11 04:34:40,519 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\schema.yaml loaded successfully]
[2024-06-11 04:34:40,522 : INFO : common : Created a directory: artifacts]
[2024-06-11 04:34:40,527 : INFO : common : Created a directory: artifacts/data_transformation]
[2024-06-11 04:34:40,632 : INFO : data_transformation : Splitted Data into training and testing sets]
[2024-06-11 04:34:40,633 : INFO : data_transformation : (1199, 12)]
[2024-06-11 04:34:40,633 : INFO : data_transformation : (400, 12)]
[2024-06-11 04:34:40,634 : INFO : main : >>>>> stage Data Transformation Stage completed <<<<<

xxxxxxxxx]
[2024-06-11 04:34:40,635 : INFO : main : >>>>> stage {STAGE_NAME} started <<<<<]
[2024-06-11 04:34:40,645 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\config\config.yaml loaded successfully]
[2024-06-11 04:34:40,646 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\params.yaml loaded successfully]
[2024-06-11 04:34:40,653 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\schema.yaml loaded successfully]
[2024-06-11 04:34:40,656 : INFO : common : Created a directory: artifacts]
[2024-06-11 04:34:40,666 : INFO : common : Created a directory: artifacts/model_trainer]
[2024-06-11 04:34:40,712 : INFO : main : >>>>> stage Model Trainer completed <<<<<]
[2024-06-11 18:10:39,485 : INFO : main : >>>>> stage Data Ingestion Stage started <<<<<]
[2024-06-11 18:10:39,516 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\config\config.yaml loaded successfully]
[2024-06-11 18:10:39,538 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\params.yaml loaded successfully]
[2024-06-11 18:10:39,558 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\schema.yaml loaded successfully]
[2024-06-11 18:10:39,567 : INFO : common : Created a directory: artifacts]
[2024-06-11 18:10:39,576 : INFO : common : Created a directory: artifacts/data_ingestion]
[2024-06-11 18:10:39,585 : INFO : data_ingestion : File already exists of size: ~ 23 KB]
[2024-06-11 18:10:39,655 : INFO : main : >>>>> stage Data Ingestion Stage completed <<<<<

xxxxxxxxx]
[2024-06-11 18:10:39,655 : INFO : main : >>>>> stage Data Validation Stage started <<<<<]
[2024-06-11 18:10:39,665 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\config\config.yaml loaded successfully]
[2024-06-11 18:10:39,668 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\params.yaml loaded successfully]
[2024-06-11 18:10:39,675 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\schema.yaml loaded successfully]
[2024-06-11 18:10:39,678 : INFO : common : Created a directory: artifacts]
[2024-06-11 18:10:39,689 : INFO : common : Created a directory: artifacts/data_validation]
[2024-06-11 18:10:39,783 : INFO : main : >>>>> stage Data Validation Stage completed <<<<<

xxxxxxxxx]
[2024-06-11 18:10:39,783 : INFO : main : >>>>> stage Data Transformation Stage started <<<<<]
[2024-06-11 18:10:39,790 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\config\config.yaml loaded successfully]
[2024-06-11 18:10:39,792 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\params.yaml loaded successfully]
[2024-06-11 18:10:39,796 : INFO : common : yaml file : C:\DS\DS_Proj\Wine_Quality\schema.yaml loaded successfully]
[2024-06-11 18:10:39,799 : INFO : common : Created a directory: artifacts]
[2024-06-11 18:10:39,811 : INFO : common : Created a directory: artifacts/data_transformation]
[2024-06-11 18:10:39,913 : INFO : data_transformation : Splitted Data into training and testing sets]
[2024-06-11 18:10:39,914 : INFO : data_transformation : (1199, 12)]
[2024-06-11 18:10:39,916 : INFO : data_transformation : (400, 12)]
[2024-06-11 18:10:39,917 : INFO : main : >>>>> stage Data Transformation Stage completed <<<<<

xxxxxxxxx]
